,transaction_id,customer_Id,tran_date,prod_sub_cat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat,DOB,Gender,city_code,Age_cmde,Age_cat,age_generation
81,22461440770,270294,2014-02-16,4,3,5,1060,556.5,5856.5,e-Shop,Electronics,Mobiles,1975-11-26,M,7.0,38,26-40,Gen. Y - [1980-1994]
82,4067131912,274014,2014-02-16,3,5,4,332,139.44,1467.44,e-Shop,Books,Comics,1975-01-24,M,10.0,39,26-40,Gen. Y - [1980-1994]
83,59201497276,273506,2014-02-16,12,6,3,537,169.155,1780.155,MBR,Home and kitchen,Tools,1971-12-23,M,3.0,42,41-60,Gen. X - [1960-1979]
85,45848212352,268592,2014-02-16,1,2,3,1029,324.135,3411.135,TeleShop,Footwear,Mens,1992-06-12,F,7.0,21,10-25,Gen. Z - [1995-2010]
86,79449440045,271561,2014-02-16,8,3,4,498,209.16,2201.16,e-Shop,Electronics,Personal Appliances,1985-06-25,M,5.0,28,26-40,Gen. Y - [1980-1994]
87,83108241933,273896,2014-02-16,4,1,2,574,120.54,1268.54,e-Shop,Clothing,Mens,1975-09-24,M,6.0,38,26-40,Gen. Y - [1980-1994]
88,84867095544,267360,2014-02-16,8,3,3,674,212.31,2234.31,e-Shop,Electronics,Personal Appliances,1991-10-02,F,2.0,22,10-25,Gen. Z - [1995-2010]
89,92825360774,267072,2014-02-16,1,2,5,803,421.575,4436.575,e-Shop,Footwear,Mens,1985-12-06,M,8.0,28,26-40,Gen. Y - [1980-1994]
90,76990911956,270148,2014-02-16,4,3,4,448,188.16,1980.16,Flagship store,Electronics,Mobiles,1979-08-03,M,1.0,34,26-40,Gen. Y - [1980-1994]
92,86612653865,274813,2014-02-16,2,6,3,1271,400.365,4213.365,e-Shop,Home and kitchen,Furnishing,1987-02-10,M,6.0,27,26-40,Gen. Y - [1980-1994]
93,10262222991,272069,2014-02-15,7,5,3,1462,460.53,4846.53,e-Shop,Books,Fiction,1972-04-29,F,8.0,41,41-60,Gen. X - [1960-1979]
94,34544863855,269388,2014-02-15,11,6,2,922,193.62,2037.62,Flagship store,Home and kitchen,Bath,1975-11-14,M,3.0,38,26-40,Gen. Y - [1980-1994]
95,22781866776,271875,2014-02-15,2,6,4,428,179.76,1891.76,TeleShop,Home and kitchen,Furnishing,1985-03-20,F,7.0,28,26-40,Gen. Y - [1980-1994]
96,4449802598,271355,2014-02-15,12,6,4,999,419.58,4415.58,TeleShop,Home and kitchen,Tools,1983-08-09,F,2.0,30,26-40,Gen. Y - [1980-1994]
97,3530523263,272777,2014-02-15,10,6,2,582,122.22,1286.22,MBR,Home and kitchen,Kitchen,1970-09-29,M,7.0,43,41-60,Gen. X - [1960-1979]
98,8433718881,271912,2014-02-15,11,6,2,1438,301.98,3177.98,MBR,Home and kitchen,Bath,1980-01-05,M,10.0,34,26-40,Gen. Y - [1980-1994]
99,21494029219,268052,2014-02-15,4,2,4,228,95.76,1007.76,e-Shop,Footwear,Kids,1988-12-18,M,7.0,25,10-25,Gen. Z - [1995-2010]
100,56419730266,268772,2014-02-15,11,5,1,1213,127.365,1340.365,e-Shop,Books,Children,1970-10-20,F,3.0,43,41-60,Gen. X - [1960-1979]
102,35243275448,273075,2014-02-15,2,6,4,1168,490.56,5162.56,TeleShop,Home and kitchen,Furnishing,1978-05-04,M,8.0,35,26-40,Gen. Y - [1980-1994]
103,10942311291,271297,2014-02-15,3,1,2,756,158.76,1670.76,Flagship store,Clothing,Kids,1980-02-17,M,10.0,34,26-40,Gen. Y - [1980-1994]
104,63352996926,272145,2014-02-15,5,3,4,1342,563.64,5931.64,Flagship store,Electronics,Computers,1976-09-08,F,9.0,37,26-40,Gen. Y - [1980-1994]
105,73713102191,268867,2014-02-15,1,1,1,714,74.97,788.97,MBR,Clothing,Women,1987-10-24,F,4.0,26,26-40,Gen. Y - [1980-1994]
106,70043127245,271595,2014-02-15,8,3,1,1461,153.405,1614.405,TeleShop,Electronics,Personal Appliances,1974-02-15,M,5.0,40,26-40,Gen. Y - [1980-1994]
107,85713951101,274609,2014-02-15,12,5,5,968,508.2,5348.2,TeleShop,Books,Academic,1978-04-02,F,5.0,35,26-40,Gen. Y - [1980-1994]
108,82975337804,272529,2014-02-15,4,4,4,869,364.98,3840.98,Flagship store,Bags,Women,1991-03-23,F,6.0,22,10-25,Gen. Z - [1995-2010]
109,84116465142,271368,2014-02-15,10,5,5,788,413.7,4353.7,MBR,Books,Non-Fiction,1978-08-02,F,2.0,35,26-40,Gen. Y - [1980-1994]
110,62672834763,268855,2014-02-14,4,3,3,1363,429.345,4518.345,e-Shop,Electronics,Mobiles,1992-09-25,M,4.0,21,10-25,Gen. Z - [1995-2010]
111,57134739558,270625,2014-02-14,1,1,5,595,312.375,3287.375,TeleShop,Clothing,Women,1992-03-02,M,6.0,21,10-25,Gen. Z - [1995-2010]
112,57112244235,268076,2014-02-14,10,3,4,167,70.14,738.14,Flagship store,Electronics,Audio and video,1978-07-08,M,8.0,35,26-40,Gen. Y - [1980-1994]
113,6993051511,271658,2014-02-14,11,6,2,476,99.96,1051.96,e-Shop,Home and kitchen,Bath,1972-03-25,F,10.0,41,41-60,Gen. X - [1960-1979]
115,2934877504,271859,2014-02-14,3,2,4,1274,535.08,5631.08,Flagship store,Footwear,Women,1988-12-11,F,1.0,25,10-25,Gen. Z - [1995-2010]
116,56835507985,271744,2014-02-14,6,5,4,378,158.76,1670.76,MBR,Books,DIY,1979-05-18,F,10.0,34,26-40,Gen. Y - [1980-1994]
117,31183475305,273474,2014-02-14,9,3,2,706,148.26,1560.26,e-Shop,Electronics,Cameras,1977-12-10,F,1.0,36,26-40,Gen. Y - [1980-1994]
118,50177628799,273763,2014-02-14,4,2,3,803,252.945,2661.945,MBR,Footwear,Kids,1990-07-26,F,3.0,23,10-25,Gen. Z - [1995-2010]
119,30489975482,274689,2014-02-14,10,3,4,1002,420.84,4428.84,MBR,Electronics,Audio and video,1982-05-15,M,6.0,31,26-40,Gen. Y - [1980-1994]
120,85198716539,269275,2014-02-14,10,3,1,96,10.08,106.08,TeleShop,Electronics,Audio and video,1980-07-05,M,3.0,33,26-40,Gen. Y - [1980-1994]
121,85284647047,271924,2014-02-14,2,6,2,367,77.07,811.07,Flagship store,Home and kitchen,Furnishing,1970-03-10,M,5.0,43,41-60,Gen. X - [1960-1979]
122,92809340294,271061,2014-02-14,4,3,3,1004,316.26,3328.26,e-Shop,Electronics,Mobiles,1978-01-18,M,9.0,36,26-40,Gen. Y - [1980-1994]
123,81262483026,268956,2014-02-14,9,3,4,700,294.0,3094.0,TeleShop,Electronics,Cameras,1984-05-28,M,6.0,29,26-40,Gen. Y - [1980-1994]
124,99503089534,274266,2014-02-14,8,3,1,1370,143.85,1513.85,Flagship store,Electronics,Personal Appliances,1983-03-19,M,9.0,30,26-40,Gen. Y - [1980-1994]
125,88321457472,269907,2014-02-14,10,3,5,621,326.025,3431.025,e-Shop,Electronics,Audio and video,1989-01-20,F,5.0,25,10-25,Gen. Z - [1995-2010]
126,75927432534,267500,2014-02-14,1,4,2,845,177.45,1867.45,e-Shop,Bags,Mens,1987-07-18,M,10.0,26,26-40,Gen. Y - [1980-1994]
127,70614782851,269140,2014-02-14,2,6,4,342,143.64,1511.64,TeleShop,Home and kitchen,Furnishing,1979-07-21,F,9.0,34,26-40,Gen. Y - [1980-1994]
128,64655688681,268136,2014-02-14,1,4,5,153,80.325,845.325,TeleShop,Bags,Mens,1974-09-13,M,1.0,39,26-40,Gen. Y - [1980-1994]
129,16952157158,271493,2014-02-13,4,4,2,1200,252.0,2652.0,e-Shop,Bags,Women,1986-06-23,M,10.0,27,26-40,Gen. Y - [1980-1994]
130,7719443790,271312,2014-02-13,10,3,4,1135,476.7,5016.7,e-Shop,Electronics,Audio and video,1970-01-04,F,5.0,44,41-60,Gen. X - [1960-1979]
131,58500805392,267375,2014-02-13,4,4,3,85,26.775,281.775,TeleShop,Bags,Women,1975-07-17,M,6.0,38,26-40,Gen. Y - [1980-1994]
132,6801834681,273174,2014-02-13,4,1,1,642,67.41,709.41,Flagship store,Clothing,Mens,1989-04-18,F,2.0,24,10-25,Gen. Z - [1995-2010]
133,10655853079,267375,2014-02-13,6,5,4,1486,624.12,6568.12,TeleShop,Books,DIY,1975-07-17,M,6.0,38,26-40,Gen. Y - [1980-1994]
134,21685086436,274152,2014-02-13,2,6,3,765,240.975,2535.975,Flagship store,Home and kitchen,Furnishing,1975-08-05,M,2.0,38,26-40,Gen. Y - [1980-1994]
135,36041524849,274408,2014-02-13,3,5,3,771,242.865,2555.865,Flagship store,Books,Comics,1979-05-19,F,3.0,34,26-40,Gen. Y - [1980-1994]
136,58780907716,270071,2014-02-13,11,6,2,819,171.99,1809.99,MBR,Home and kitchen,Bath,1973-01-17,F,5.0,41,41-60,Gen. X - [1960-1979]
137,35353613089,270207,2014-02-13,4,1,3,126,39.69,417.69,Flagship store,Clothing,Mens,1975-05-01,F,3.0,38,26-40,Gen. Y - [1980-1994]
138,2737048693,270263,2014-02-13,4,2,4,1108,465.36,4897.36,e-Shop,Footwear,Kids,1989-05-08,F,7.0,24,10-25,Gen. Z - [1995-2010]
140,78324020330,273304,2014-02-13,11,6,3,765,240.975,2535.975,e-Shop,Home and kitchen,Bath,1978-11-07,F,2.0,35,26-40,Gen. Y - [1980-1994]
142,87149439767,273848,2014-02-13,6,5,3,1288,405.72,4269.72,TeleShop,Books,DIY,1983-01-16,M,2.0,31,26-40,Gen. Y - [1980-1994]
143,89646857855,273598,2014-02-13,11,6,4,755,317.1,3337.1,MBR,Home and kitchen,Bath,1982-03-27,M,9.0,31,26-40,Gen. Y - [1980-1994]
144,12323853707,273552,2014-12-02,12,6,4,510,214.2,2254.2,TeleShop,Home and kitchen,Tools,1987-06-22,F,10.0,27,26-40,Gen. Y - [1980-1994]
145,60596009595,274652,2014-12-02,12,5,4,183,76.86,808.86,MBR,Books,Academic,1985-08-07,M,8.0,29,26-40,Gen. Y - [1980-1994]
146,17146707816,274897,2014-12-02,12,5,3,622,195.93,2061.93,MBR,Books,Academic,1987-09-16,M,2.0,27,26-40,Gen. Y - [1980-1994]
147,36792372906,275246,2014-12-02,2,6,1,1185,124.425,1309.425,e-Shop,Home and kitchen,Furnishing,1970-06-25,M,3.0,44,41-60,Gen. X - [1960-1979]
148,38821078489,267025,2014-12-02,10,6,4,933,391.86,4123.86,e-Shop,Home and kitchen,Kitchen,1976-12-08,F,8.0,38,26-40,Gen. Y - [1980-1994]
149,23525861068,268100,2014-12-02,1,2,3,1318,415.17,4369.17,TeleShop,Footwear,Mens,1991-02-26,M,1.0,23,10-25,Gen. Z - [1995-2010]
150,15403541663,266794,2014-12-02,3,2,2,322,67.62,711.62,e-Shop,Footwear,Women,1971-02-28,F,9.0,43,41-60,Gen. X - [1960-1979]
152,33433865581,269772,2014-12-02,4,2,3,1035,326.025,3431.025,TeleShop,Footwear,Kids,1981-05-25,F,9.0,33,26-40,Gen. Y - [1980-1994]
153,55245382907,270810,2014-12-02,4,3,2,979,205.59,2163.59,TeleShop,Electronics,Mobiles,1972-01-03,F,1.0,42,41-60,Gen. X - [1960-1979]
154,74023090711,271180,2014-12-02,8,3,3,271,85.365,898.365,Flagship store,Electronics,Personal Appliances,1987-08-11,M,4.0,27,26-40,Gen. Y - [1980-1994]
156,79536458466,271944,2014-12-02,1,1,2,996,209.16,2201.16,e-Shop,Clothing,Women,1971-11-12,F,5.0,43,41-60,Gen. X - [1960-1979]
157,69329009642,273799,2014-12-02,9,3,1,357,37.485,394.485,TeleShop,Electronics,Cameras,1988-09-26,F,10.0,26,26-40,Gen. Y - [1980-1994]
158,89214951500,273322,2014-12-02,12,6,1,1166,122.43,1288.43,TeleShop,Home and kitchen,Tools,1983-10-06,F,1.0,31,26-40,Gen. Y - [1980-1994]
159,78753279494,269758,2014-12-02,10,5,3,952,299.88,3155.88,MBR,Books,Non-Fiction,1979-06-24,M,3.0,35,26-40,Gen. Y - [1980-1994]
160,97409887219,267466,2014-12-02,4,4,1,78,8.19,86.19,e-Shop,Bags,Women,1987-06-08,F,7.0,27,26-40,Gen. Y - [1980-1994]
161,65228973233,270009,2014-12-02,11,5,2,301,63.21,665.21,e-Shop,Books,Children,1979-04-25,M,3.0,35,26-40,Gen. Y - [1980-1994]
162,83661978186,274678,2014-12-02,10,3,2,325,68.25,718.25,e-Shop,Electronics,Audio and video,1975-05-20,F,9.0,39,26-40,Gen. Y - [1980-1994]
163,50149714801,270330,2014-11-02,10,6,5,1453,762.825,8027.825,Flagship store,Home and kitchen,Kitchen,1981-07-13,M,3.0,33,26-40,Gen. Y - [1980-1994]
164,39874643292,267524,2014-11-02,4,2,3,834,262.71,2764.71,e-Shop,Footwear,Kids,1975-10-19,M,6.0,39,26-40,Gen. Y - [1980-1994]
166,26982813520,274048,2014-11-02,12,5,2,1410,296.1,3116.1,MBR,Books,Academic,1982-02-11,F,1.0,32,26-40,Gen. Y - [1980-1994]
167,16894888318,273946,2014-11-02,11,6,1,1238,129.99,1367.99,e-Shop,Home and kitchen,Bath,1972-03-03,M,1.0,42,41-60,Gen. X - [1960-1979]
168,2663044947,268959,2014-11-02,4,1,5,1440,756.0,7956.0,e-Shop,Clothing,Mens,1971-11-29,F,3.0,42,41-60,Gen. X - [1960-1979]
169,34493454984,269413,2014-11-02,4,4,3,1236,389.34,4097.34,MBR,Bags,Women,1982-06-12,M,8.0,32,26-40,Gen. Y - [1980-1994]
170,17363873507,274693,2014-11-02,2,6,2,647,135.87,1429.87,TeleShop,Home and kitchen,Furnishing,1986-11-22,F,8.0,27,26-40,Gen. Y - [1980-1994]
172,48458724845,274880,2014-11-02,11,5,4,431,181.02,1905.02,Flagship store,Books,Children,1986-01-04,F,1.0,28,26-40,Gen. Y - [1980-1994]
173,18326377260,269601,2014-11-02,4,2,4,710,298.2,3138.2,Flagship store,Footwear,Kids,1992-08-13,M,5.0,22,10-25,Gen. Z - [1995-2010]
174,19332389714,267634,2014-11-02,3,1,2,335,70.35,740.35,Flagship store,Clothing,Kids,1971-11-07,M,5.0,43,41-60,Gen. X - [1960-1979]
175,6707537285,269933,2014-11-02,4,2,2,1196,251.16,2643.16,TeleShop,Footwear,Kids,1988-06-07,M,10.0,26,26-40,Gen. Y - [1980-1994]
177,44081602885,274345,2014-11-02,11,5,2,1437,301.77,3175.77,MBR,Books,Children,1977-11-29,F,3.0,36,26-40,Gen. Y - [1980-1994]
178,77013937426,274781,2014-11-02,5,3,1,588,61.74,649.74,TeleShop,Electronics,Computers,1982-03-05,F,5.0,32,26-40,Gen. Y - [1980-1994]
179,74015278814,269847,2014-11-02,4,1,5,1406,738.15,7768.15,TeleShop,Clothing,Mens,1978-02-03,F,1.0,36,26-40,Gen. Y - [1980-1994]
180,67749427752,272137,2014-11-02,3,1,3,214,67.41,709.41,Flagship store,Clothing,Kids,1976-11-24,F,8.0,37,26-40,Gen. Y - [1980-1994]
181,63521826176,272561,2014-11-02,3,1,4,1101,462.42,4866.42,e-Shop,Clothing,Kids,1972-12-11,M,8.0,41,41-60,Gen. X - [1960-1979]
182,75365399021,274526,2014-11-02,10,5,4,1251,525.42,5529.42,Flagship store,Books,Non-Fiction,1985-11-11,M,3.0,28,26-40,Gen. Y - [1980-1994]
183,19792156528,268098,2014-10-02,3,2,1,711,74.655,785.655,TeleShop,Footwear,Women,1978-12-07,F,5.0,35,26-40,Gen. Y - [1980-1994]
184,46596657080,270631,2014-10-02,8,3,1,906,95.13,1001.13,TeleShop,Electronics,Personal Appliances,1971-05-03,F,8.0,43,41-60,Gen. X - [1960-1979]
185,163194840,268845,2014-10-02,3,5,4,1093,459.06,4831.06,Flagship store,Books,Comics,1991-11-22,F,1.0,22,10-25,Gen. Z - [1995-2010]
186,42749293387,271872,2014-10-02,4,1,1,87,9.135,96.135,e-Shop,Clothing,Mens,1988-08-05,F,4.0,26,26-40,Gen. Y - [1980-1994]
187,52367686566,271735,2014-10-02,12,5,5,312,163.8,1723.8,MBR,Books,Academic,1992-05-06,M,8.0,22,10-25,Gen. Z - [1995-2010]
188,19030689527,274511,2014-10-02,11,6,1,542,56.91,598.91,e-Shop,Home and kitchen,Bath,1979-03-06,F,8.0,35,26-40,Gen. Y - [1980-1994]
190,22385705298,269188,2014-10-02,7,5,5,554,290.85,3060.85,e-Shop,Books,Fiction,1976-04-02,F,2.0,38,26-40,Gen. Y - [1980-1994]
191,59105495602,268995,2014-10-02,9,3,4,479,201.18,2117.18,Flagship store,Electronics,Cameras,1976-04-07,M,1.0,38,26-40,Gen. Y - [1980-1994]
192,38825384480,267297,2014-10-02,12,5,4,725,304.5,3204.5,e-Shop,Books,Academic,1976-04-01,M,2.0,38,26-40,Gen. Y - [1980-1994]
193,83881310302,268713,2014-10-02,11,6,5,452,237.3,2497.3,MBR,Home and kitchen,Bath,1986-03-12,F,6.0,28,26-40,Gen. Y - [1980-1994]
194,81261371045,273625,2014-10-02,10,3,2,815,171.15,1801.15,MBR,Electronics,Audio and video,1985-02-23,M,7.0,29,26-40,Gen. Y - [1980-1994]
